10:23:02.168 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
10:23:26.930 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
10:23:33.848 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
12:11:38.658 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
12:15:35.416 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
12:17:04.864 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
12:17:08.470 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
12:19:51.066 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
12:20:14.937 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
12:20:30.399 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
12:20:35.287 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
12:47:56.961 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
12:48:09.552 | Info | 'Incoming call: POST, on path: /send-email, IP: ::1' | 
12:48:09.555 | Info | 'Body: {"key":"task-icewarp","subject":"subject","delayed_send":"2024-06-06T21:12:00.000Z","email":["info@icewarp.com"],"bcc":["info@icewarp.com"],"body_data":{"name":"Tonda","days":"7","link":{"label":"click here","url":"https://www.icewarp.com"}}})' | 
12:48:09.557 | Info | '---------------' | 
12:48:24.643 | Info | 'Incoming call: POST, on path: /send-email, IP: ::1' | 
12:48:24.646 | Info | 'Body: {"key":"task-icewarp","subject":"subject","delayed_send":"2024-12-06T21:12:00.000Z","email":["info@icewarp.com"],"bcc":["info@icewarp.com"],"body_data":{"name":"Tonda","days":"7","link":{"label":"click here","url":"https://www.icewarp.com"}}})' | 
12:48:24.648 | Info | '---------------' | 
13:21:57.923 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:25:00.799 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:36:15.244 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:36:20.747 | Info | 'Incoming call: POST, on path: /send-email, IP: ::1' | 
13:36:20.749 | Info | 'Body: {"key":"task-icewarp","subject":"subject","delayed_send":"2024-06-06 21:12:00","email":["tonda@icewarp.com","Filip@icewarp.com"],"bcc":["info@icewarp.com"],"body_data":{"name":"Tonda","days":"7","link":{"label":"click here","url":"https://www.icewarp.com"}}})' | 
13:36:20.752 | Info | '---------------' | 
13:38:39.481 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:38:45.691 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:39:17.281 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:41:52.277 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:42:06.787 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:43:22.697 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:44:08.717 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:45:08.994 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:46:22.508 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:48:59.389 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:49:33.266 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:50:22.728 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:52:26.611 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:53:35.674 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:53:35.733 | Info | 'Incoming call: POST, on path: /send-email, IP: ::ffff:127.0.0.1' | 
13:53:35.735 | Info | 'Body: {"to":"receiver-email@gmail.com","subject":"Test email","text":"This is a test email"})' | 
13:53:35.738 | Info | '---------------' | 
13:53:35.767 | Info | 'Incoming call: POST, on path: /send-email, IP: ::ffff:127.0.0.1' | 
13:53:35.769 | Info | 'Body: {"to":"invalid-email","subject":"Test email","text":"This is a test email"})' | 
13:53:35.771 | Info | '---------------' | 
13:54:27.241 | Info | '🚀 [server]: Server is running at http://localhost:3000 🚀' | 
13:54:27.309 | Info | 'Incoming call: POST, on path: /send-email, IP: ::ffff:127.0.0.1' | 
